RS1,RS2,RS3,RAI_Hum,ele,DistBorda_PLAN
0.070936037755487,-2.61901240430304,-0.014266181345035,0.08948087431694,805.345947,0
1.83514608433879,-2.2650818808984,-0.732791223768618,0,645.337891,0
0.913027783834383,-0.131164064019781,2.41823071286553,0.001984126984127,775.287903,5.64868758245
1.31342447942551,0.915432397333697,2.17040156872352,0,702.115723,0
2.2975296519855,1.78600567159963,-0.346058939122229,0,1054.887573,0
-1.96873566500734,1.20049811737872,1.03842415221787,0.00314465408805,1030.908081,12.70842942105
-1.73085211550171,0.544771532531132,1.285678902215,0,936.367858999999,28.47716067394
-1.56300152390301,0.101460801636504,-0.255779111233431,0,1018.310486,0
-1.38595779326823,0.232624277839663,0.09844732096186,0,984.007874,0
-1.4858714980179,0.175759264158237,-0.998990376683301,0,1071.54479999999,0
-1.07563843526321,1.07468129376773,-0.447973845448911,0.00635593220339,902.304565,0
-0.912608877013763,0.223569006594082,-0.539855597770417,0.160294117647059,914.918762,0
-1.00404566224199,0.249853432301422,-0.137797152749961,0,974.419617,88.48391355122
-0.655693713048086,0.511962409370573,-0.374505760568187,0,1078.10070799999,0
-0.456825753541374,0.339975163376118,-0.086946305624552,0.000706214689266,929.139893,0
-0.535796329957048,0.045633273642537,0.129139687152267,0,965.062134,0
-0.199680272897492,0.4837222274362,0.17726729431767,0,1103.96850599999,0
-0.696383037650592,0.429217338253546,0.299891348000041,0,836.243652,66.98224021962
-0.402239242852874,-0.061557164324114,-0.776516421323855,0.005952380952381,1012.99292,8.6375333605
-0.240175780382959,-0.178065911374316,-0.879166771201668,0.078703703703704,926.348206,6.54175269451
-0.373541231250978,-0.334637273535256,-0.181468480153329,0.00462962962963,989.002197,0
-0.482616779831201,0.31926811504049,-0.783397458887269,0.004464285714286,947.872192,0
-0.312800045330664,0.329458790968839,-1.52623849524178,0,1052.91320799999,0
0.078683055322913,-0.191028964958186,-1.98661766901146,0,1136.845825,0
-0.076606210903042,-0.049681203740417,-2.50565458318132,0.004545454545455,949.937805,0
-0.173171604247951,-0.931828718263058,-0.586862597991476,0.000661375661376,814.719727,0
-1.2660446176392,-1.75943267575419,0.090108856521194,0,973.621276999999,120.5073227094
-0.160606410551167,-1.62472299714904,0.049469505578871,0,1083.27075199999,0
-0.136763911185048,-0.954396704704643,1.11162671765396,0,941.616577,0
-0.347537663642554,-0.106888040982564,0.766469302905218,0.001984126984127,833.442566,0
-0.492555229431516,-0.340626990844408,0.498228672035093,0.015350877192983,1028.677612,0
-0.33657101809945,0.345617292448407,0.939484194756789,0.007513661202186,972.169311999999,0
0.158228574717261,1.35419097461142,0.966491563285123,0.006465517241379,1001.073303,0
0.621095888442943,-0.88582294895808,0.231601114490754,0.002873563218391,1117.248413,23.55702723429
0.669260250912388,0.103488693550197,0.92647694979809,0.655054644808744,675.565002,0
0.995016019098125,-0.229118636907915,0.951576209878908,0.027006172839506,621.836730999999,0
0.93280649358588,1.23918777228949,-0.129466713576189,0.013636363636364,691.708129999999,12.62590768846
0.151071909136165,0.920654952429185,0.535651776079995,0.009920634920635,699.997130999999,105.51622406864
1.12469708018447,0.439012492302079,0.063826856621465,0.007275132275132,775.087951999999,0
0.660532534102535,0.374687220548257,0.024241098664523,0.020491803278689,732.079285,203.2919392768
1.431803434519,0.687211828678088,0.616793574919002,0.004716981132075,679.139281999999,84.83774365748
0.976012479326187,1.13499439921879,0.660298270837845,0.037037037037037,734.882324,61.72257918893
-0.261747893422314,0.346548343737584,-3.05232267874589,0.004098360655738,957.082703,0
1.40573947702617,0.169095661491317,-0.423344276269379,0.004385964912281,664.922546,49.55856331866
0.973719813827961,0.043021056162448,-1.29109309755065,0.004032258064516,746.76709,22.6497426694
